gender,Person_mean,Person_median,Person_std,Person_q1,Person_q3,gender_mean,gender_median,gender_std,gender_q1,gender_q3,Age_mean,Age_median,Age_std,Age_q1,Age_q3,Height_mean,Height_median,Height_std,Height_q1,Height_q3,pre.weight_mean,pre.weight_median,pre.weight_std,pre.weight_q1,pre.weight_q3,Diet_mean,Diet_median,Diet_std,Diet_q1,Diet_q3,weight6weeks_mean,weight6weeks_median,weight6weeks_std,weight6weeks_q1,weight6weeks_q3
0.0,33.55555555555556,33.0,21.36326025888579,12.0,55.0,0.0,0.0,0.0,0.0,0.0,39.0,37.0,11.190499217071272,31.0,48.0,167.57777777777778,169.0,9.30661760862299,163.0,171.0,67.75555555555556,67.0,7.7727833892474845,63.0,72.0,2.022222222222222,2.0,0.8115330298797815,1.0,3.0,64.03555555555555,62.4,8.463669834693876,60.0,68.1
1.0,47.60606060606061,47.0,22.149970928224988,23.0,70.0,1.0,1.0,0.0,1.0,1.0,39.36363636363637,39.0,7.716938276521095,35.0,44.0,175.24242424242425,175.0,12.326369860562922,166.0,182.0,79.03030303030303,79.0,4.940172368480988,76.0,83.0,2.0606060606060606,2.0,0.8268688657895646,1.0,3.0,75.01515151515152,73.9,4.62939799083809,71.6,79.1
